epoch,accuracy,loss,val_accuracy,val_loss
36,0.95316481590271,0.18741628527641296,0.9479753375053406,0.30067625641822815
37,0.9531650543212891,0.18755879998207092,0.9479753375053406,0.30946293473243713
38,0.9531649351119995,0.18726079165935516,0.9479753375053406,0.31043773889541626
39,0.9531647562980652,0.18737170100212097,0.9479753375053406,0.30467355251312256
40,0.95316481590271,0.18710510432720184,0.9479753375053406,0.31664738059043884
41,0.9531648755073547,0.18739190697669983,0.9479753375053406,0.31010082364082336
42,0.95316481590271,0.1874145120382309,0.9479753375053406,0.301874041557312
43,0.9531649351119995,0.18706713616847992,0.9479753375053406,0.30815818905830383
44,0.9531648755073547,0.18713870644569397,0.9479753375053406,0.31621649861335754
45,0.95316481590271,0.18713948130607605,0.9479753375053406,0.3152801990509033
46,0.9531649947166443,0.18714837729930878,0.9479753375053406,0.3088553845882416
47,0.9531648755073547,0.18708869814872742,0.9479753375053406,0.3078641891479492
48,0.9531649351119995,0.187038391828537,0.9479753375053406,0.30741554498672485
49,0.9531647562980652,0.18725919723510742,0.9479753375053406,0.3072713613510132
50,0.9531648755073547,0.1870867908000946,0.9479753375053406,0.3006477653980255
51,0.95316481590271,0.1870519071817398,0.9479753375053406,0.30669960379600525
52,0.9531647562980652,0.1868525594472885,0.9479753375053406,0.3068297803401947
53,0.95316481590271,0.18707574903964996,0.9479753375053406,0.30766308307647705
54,0.9531649351119995,0.18711471557617188,0.9479753375053406,0.30141422152519226
55,0.95316481590271,0.18679195642471313,0.9479753375053406,0.3085000813007355
56,0.9531647562980652,0.1869811862707138,0.9479753375053406,0.3016423285007477
57,0.9531649351119995,0.18695168197155,0.9479753375053406,0.2982065677642822
58,0.9531649947166443,0.18716157972812653,0.9479753375053406,0.28757765889167786
59,0.9531649351119995,0.18700677156448364,0.9479753375053406,0.2912302017211914
60,0.9531649947166443,0.18700078129768372,0.9479753375053406,0.2914332449436188
61,0.95316481590271,0.18693538010120392,0.9479753375053406,0.2936558425426483
62,0.9531648755073547,0.1868354231119156,0.9479753375053406,0.29748281836509705
63,0.9531648755073547,0.18698559701442719,0.9479753375053406,0.29184478521347046
64,0.9531646966934204,0.18678435683250427,0.9479753375053406,0.3006165623664856
65,0.95316481590271,0.18675419688224792,0.9479753375053406,0.30501243472099304
66,0.9531647562980652,0.18670806288719177,0.9479753375053406,0.3042866885662079
67,0.9531647562980652,0.18669556081295013,0.9479753375053406,0.29593175649642944
68,0.95316481590271,0.18671098351478577,0.9479753375053406,0.29824280738830566
69,0.9531649947166443,0.18652282655239105,0.9479753375053406,0.3007214665412903
70,0.9531649351119995,0.18665820360183716,0.9479753375053406,0.3052791357040405
71,0.9531649947166443,0.18673016130924225,0.9479753375053406,0.3127973675727844
72,0.9531649351119995,0.18687577545642853,0.9479753375053406,0.3058627247810364
73,0.9531649351119995,0.18643562495708466,0.9479753375053406,0.3085903823375702
74,0.9531650543212891,0.18653850257396698,0.9479753375053406,0.3053465187549591
75,0.95316481590271,0.1866614818572998,0.9479753375053406,0.30017757415771484
76,0.9531650543212891,0.18636572360992432,0.9479753375053406,0.30305224657058716
77,0.95316481590271,0.1866987943649292,0.9479753375053406,0.3010769486427307
78,0.9531649351119995,0.18651925027370453,0.9479753375053406,0.3002517819404602
79,0.95316481590271,0.18637128174304962,0.9479753375053406,0.3046236038208008
80,0.9531649351119995,0.18653400242328644,0.9479753375053406,0.30440396070480347
81,0.95316481590271,0.18608792126178741,0.9479753375053406,0.3118966221809387
82,0.95316481590271,0.18640586733818054,0.9479753375053406,0.31487277150154114
83,0.95316481590271,0.18646685779094696,0.9479753375053406,0.3106904625892639
84,0.95316481590271,0.18634134531021118,0.9479753375053406,0.3126462697982788
85,0.9531649947166443,0.18656593561172485,0.9479753375053406,0.3159487843513489
86,0.9531651735305786,0.18639348447322845,0.9479753375053406,0.31195199489593506
87,0.9531650543212891,0.18662597239017487,0.9479753375053406,0.3093453049659729
88,0.9531646966934204,0.18641334772109985,0.9479753375053406,0.3084840178489685
89,0.9531647562980652,0.18628674745559692,0.9479753375053406,0.31140846014022827
90,0.9531650543212891,0.1864241510629654,0.9479753375053406,0.30552348494529724
91,0.9531649947166443,0.1863889992237091,0.9479753375053406,0.3068234324455261
92,0.9531647562980652,0.18604999780654907,0.9479753375053406,0.30710434913635254
93,0.95316481590271,0.18632417917251587,0.9479753375053406,0.3030602037906647
94,0.95316481590271,0.18613606691360474,0.9479753375053406,0.3053932785987854
95,0.9531647562980652,0.18613232672214508,0.9479753375053406,0.3074299991130829
96,0.9531646966934204,0.1863764226436615,0.9479753375053406,0.30598121881484985
97,0.9531649351119995,0.18635697662830353,0.9479753375053406,0.29950299859046936
98,0.95316481590271,0.18627873063087463,0.9479753375053406,0.3020171523094177
99,0.9531647562980652,0.1860174834728241,0.9479753375053406,0.30857664346694946
